	gene_id	Name	gene_id_known	known	n_ss	transcript_novelty	gene_novelty	n_genes	n_genes_no_rt	Name_supp	n_supp_ss	gene_id_known_rt	Name_supp_rt	n_supp_ss_rt	gid	n_supp_total_ss	n_supp_total_ss_rt	perc_supp_ss	perc_supp_ss_rt	perc_supp_annot_ss	perc_supp_annot_ss_rt	fix_needed	perc_supp_diff	perc_supp_annot_diff	Start	End	Chromosome	Strand	gene_id_known_End_dist	gene_id_known_Start_dist	gene_id_known_rt_End_dist	gene_id_known_rt_Start_dist
192	ENSG00000272752.6	TALONT000689905	ENSG00000121716	TRUE	12	ISM	Known	2	1	ENST00000448382.5	9	ENSG00000272752	ENST00000310771.8	12	ENSG00000272752	16	34	75	100	56.25	35.294117647058826		-25	20.955882352941174	100353482	100367663	chr7	+	72	253	-2	-2227
193	ENSG00000272752.6	TALONT000689999	ENSG00000121716	TRUE	8	ISM	Known	2	1	ENST00000452089.5	8	ENSG00000272752	ENST00000310771.8	8	ENSG00000272752	16	34	100	100	50	23.52941176470588		0	26.47058823529412	100356017	100367663	chr7	+	72	732	-2	-4762
194	ENSG00000272752.6	TALONT000690022	ENSG00000121716	TRUE	4	ISM	Known	2	1	ENST00000609309.2	4	ENSG00000272752	ENST00000310771.8	4	ENSG00000272752	6	34	100	100	66.66666666666666	11.76470588235294		0	54.901960784313715	100358014	100367831	chr7	+	-100	0	-2	-6759
195	ENSG00000272752.6	TALONT000690057	ENSG00000121716	TRUE	2	ISM	Known	2	1	ENST00000609309.2	2	ENSG00000272752	ENST00000310771.8	2	ENSG00000272752	6	34	100	100	33.33333333333333	5.882352941		0	27.450980392156858	100359336	100367831	chr7	+	-100	-1322	-2	-8081
149	ENSG00000273032.2	TALONT000341061	ENSG00000237517	TRUE	6	ISM	Known	2	1	ENST00000399539.4	5	ENSG00000273032	ENST00000440005.6	6	ENSG00000273032	8	10	83.33333333333334	100	62.5	60		-16.66666667	2.5	18970524	18994628	chr22	+	-2	-11	20160	0
150	ENSG00000273032.2	TALONT000341096	ENSG00000237517	TRUE	8	NIC	Known	2	1	ENST00000399539.4	4	ENSG00000273032	ENST00000440005.6	8	ENSG00000273032	8	10	50	100	50	80		-50	-30	18970524	19031242	chr22	+	-36616	-11	-2	0
158	ENSG00000273032.2	TALONT001178568	ENSG00000237517	TRUE	4	NIC	Known	2	1	ENST00000438934.5	1	ENSG00000273032	ENST00000440005.6	4	ENSG00000273032	8	10	25	100	12.5	40		-75	-27.5	18970524	19031242	chr22	+	-36616	-11	-2	0
136	ENSG00000273154.3	TALONT001116827	ENSG00000197114	TRUE	12	NIC	Known	2	1	ENST00000355969.10	11	ENSG00000273154	ENST00000490623.3	9	ENSG00000273154	12	20	91.66666666666666	75	91.66666666666666	45		16.666666666666657	46.66666666666666	63708038	63736141	chr20	+	1	0	2302	825
137	ENSG00000273154.3	TALONT001116868	ENSG00000197114	TRUE	20	NIC	Known	4	1	ENST00000355969.10	12	ENSG00000273154	ENST00000490623.3	18	ENSG00000273154	12	20	60	90	100	90		-30	10	63708052	63739103	chr20	+	-2963	0	-2	811
138	ENSG00000273154.3	TALONT001116925	ENSG00000197114	TRUE	10	ISM	Known	2	1	ENST00000355969.10	10	ENSG00000273154	ENST00000490623.3	10	ENSG00000273154	12	20	100	100	83.33333333333334	50		0	33.33333333333334	63708085	63736141	chr20	+	1	0	2302	778
127	ENSG00000273471.1	TALONT000789753	ENSG00000184115	TRUE	2	ISM	Known	3	1	ENST00000639295.1	1	ENSG00000273471	ENST00000488671.1	2	ENSG00000273471	14	6	50	100	7.142857142857142	33.33333333333333		-50	-26.19047619	110386410	110423873	chr2	-	41	-10995	-9802	0
172	ENSG00000275740.1	TALONT000691564	ENSG00000091009	TRUE	6	ISM	Known	2	1	ENST00000265271.6	6	ENSG00000275740	ENST00000506502.2	6	ENSG00000275740	40	38	100	100	15	15.789473684210526		0	-0.789473684	146203549	146229037	chr5	+	34484	50	110216	0
198	ENSG00000276418.5	TALONT000948969	ENSG00000076554	TRUE	12	ISM	Known	2	1	ENST00000521241.6	10	ENSG00000276418	ENST00000522938.5	8	ENSG00000276418	16	14	83.33333333333334	66.66666666666666	62.5	57.14285714285714		16.666666666666686	5.357142857142861	80035351	80171556	chr8	-	2	480	90783	116492
161	ENSG00000283154.2	TALONT000902091	ENSG00000151967	TRUE	14	NIC	Known	2	1	ENST00000445224.6	11	ENSG00000283154	ENST00000476809.7	13	ENSG00000283154	12	18	78.57142857142857	92.85714285714286	91.66666666666666	72.22222222222221		-14.28571429	19.444444444444443	159732354	159897360	chr3	+	-2	107506	-4	31358
162	ENSG00000283154.2	TALONT000902203	ENSG00000151967	TRUE	14	NIC	Known	2	1	ENST00000482804.1	11	ENSG00000283154	ENST00000476809.7	13	ENSG00000283154	12	18	78.57142857142857	92.85714285714286	91.66666666666666	72.22222222222221		-14.28571429	19.444444444444443	159763712	159897358	chr3	+	4	76148	-2	0
163	ENSG00000283154.2	TALONT000902227	ENSG00000151967	TRUE	14	NIC	Known	2	1	ENST00000482804.1	11	ENSG00000283154	ENST00000638749.1	13	ENSG00000283154	12	14	78.57142857142857	92.85714285714286	91.66666666666666	92.85714285714286		-14.28571429	-1.19047619	159764001	159897358	chr3	+	4	75859	-2	0
164	ENSG00000283154.2	TALONT000902232	ENSG00000151967	TRUE	14	NIC	Known	2	1	ENST00000482804.1	11	ENSG00000283154	ENST00000412423.8	13	ENSG00000283154	12	14	78.57142857142857	92.85714285714286	91.66666666666666	92.85714285714286		-14.28571429	-1.19047619	159764001	159897358	chr3	+	4	75859	-2	0
165	ENSG00000283154.2	TALONT000902302	ENSG00000151967	TRUE	14	NIC	Known	2	1	ENST00000445224.6	11	ENSG00000283154	ENST00000638749.1	13	ENSG00000283154	12	14	78.57142857142857	92.85714285714286	91.66666666666666	92.85714285714286		-14.28571429	-1.19047619	159764215	159897358	chr3	+	4	75645	-2	0
166	ENSG00000283154.2	TALONT000902318	ENSG00000151967	TRUE	12	ISM	Known	2	1	ENST00000445224.6	11	ENSG00000283154	ENST00000638749.1	12	ENSG00000283154	12	14	91.66666666666666	100	91.66666666666666	85.71428571428571		-8.333333333	5.952380952380949	159764215	159897358	chr3	+	4	75645	-2	0
167	ENSG00000283154.2	TALONT000902321	ENSG00000151967	TRUE	12	ISM	Known	2	1	ENST00000482804.1	11	ENSG00000283154	ENST00000412423.8	12	ENSG00000283154	12	14	91.66666666666666	100	91.66666666666666	85.71428571428571		-8.333333333	5.952380952380949	159764215	159897358	chr3	+	4	75645	-2	0
159	ENSG00000283189.2	TALONT000560027	ENSG00000145029	TRUE	4	ISM	Known	2	1	ENST00000615713.4	2	ENSG00000283189	ENST00000636166.1	2	ENSG00000283189	12	20	50	50	16.666666666666664	10		0	6.666666666666664	49422945	49429294	chr3	-	2	0	2	2730
10	ENSG00000283580.3	TALONT000792848	ENSG00000164008	TRUE	6	NIC	Known	2	1	ENST00000372525.6	6	ENSG00000283580	ENST00000650521.1	4	ENSG00000283580	8	4	100	66.66666666666666	75	100		33.33333333333334	-25	42767291	42775759	chr1	+	-333	-23	-2	0
119	ENSG00000283663.1	TALONT000960368	ENSG00000225950	TRUE	4	ISM	Known	2	1	ENST00000595857.5	4	ENSG00000283663	ENST00000599795.5	4	ENSG00000283663	6	12	100	100	66.66666666666666	33.33333333333333		0	33.33333333333333	49061065	49065076	chr19	-	24	0	2	5273
128	ENSG00000283684.1	TALONT001588187	ENSG00000186148	TRUE	2	ISM	Known	3	1	ENST00000638368.1	1	ENSG00000283684	ENST00000454928.5	2	ENSG00000283684	14	6	50	100	7.142857142857142	33.33333333333333		-50	-26.19047619	109947671	109985124	chr2	+	-11041	0	-2	-10234
33	ENSG00000272917.1	TALONT000397359	ENSG00000256594	TRUE	8	NNC	Known	3	1	ENST00000574035.5	6	ENSG00000284634	ENST00000576948.5	7	ENSG00000272917	8	8	75	87.5	75	87.5		-12.5	-12.5	9645239	9657070	chr12	+	19	2807	149	-10648
34	ENSG00000272917.1	TALONT000397377	ENSG00000256594	TRUE	6	NIC	Known	3	1	ENST00000575094.5	5	ENSG00000284634	ENST00000633848.1	5	ENSG00000272917	6	8	83.33333333333334	83.33333333333334	83.33333333333334	62.5		0	20.833333333333343	9645239	9657441	chr12	+	-356	2807	-2	-10648
35	ENSG00000272917.1	TALONT000397394	ENSG00000256594	TRUE	8	NIC	Known	3	1	ENST00000545363.6	7	ENSG00000284634	ENST00000576948.5	6	ENSG00000272917	8	8	87.5	75	87.5	75		12.5	12.5	9645239	9657070	chr12	+	19	2807	149	-10648
186	ENSG00000284707.1	TALONT000654354	ENSG00000243554	TRUE	6	NIC	Known	2	1	ENST00000453589.1	1	ENSG00000284707	ENST00000641784.1	5	ENSG00000284707	10	34	16.666666666666664	83.33333333333334	10	14.705882352941178		-66.66666667	-4.705882353	97922950	97972299	chr7	-	47	-46054	2	70815
187	ENSG00000284707.1	TALONT000654365	ENSG00000243554	TRUE	8	NIC	Known	2	1	ENST00000453589.1	1	ENSG00000284707	ENST00000641784.1	7	ENSG00000284707	10	34	12.5	87.5	10	20.588235294117645		-75	-10.58823529	97922950	97972299	chr7	-	47	-46054	2	70815
45	ENSG00000187951.11	TALONT000244006	ENSG00000285035	TRUE	26	NIC	Known	4	1	ENST00000642399.1	5	ENSG00000284906	ENST00000563110.6	19	ENSG00000187951	6	20	19.230769230769234	73.07692307692307	83.33333333333334	95		-53.84615385	-11.66666667	30626199	30768471	chr15	+	-44978	18433	-82867	0
62	ENSG00000187951.11	TALONT001202150	ENSG00000285035	TRUE	28	ISM	Known	4	1	ENST00000642399.1	5	ENSG00000284906	ENST00000563110.6	19	ENSG00000187951	6	20	17.857142857142858	67.85714285714286	83.33333333333334	95		-50	-11.66666667	30626199	30768126	chr15	+	-44633	18433	-82522	0
108	ENSG00000285589.1	TALONT000560239	ENSG00000095059	TRUE	10	NIC	Known	2	1	ENST00000614126.4	10	ENSG00000285589	ENST00000648033.1	10	ENSG00000285589	20	26	100	100	50	38.46153846153847		0	11.538461538461533	12675716	12681834	chr19	-	-6	0	2	7646
109	ENSG00000285589.1	TALONT000560249	ENSG00000095059	TRUE	12	NIC	Known	2	1	ENST00000210060.11	12	ENSG00000285589	ENST00000648033.1	12	ENSG00000285589	16	26	100	100	75	46.15384615384615		0	28.846153846153847	12675716	12681834	chr19	-	-6	0	2	7646
0	ENSG00000285641.1	TALONT001122495	ENSG00000143543	TRUE	10	ISM	Known	3	1	ENST00000461365.1	8	ENSG00000285641	ENST00000648869.1	6	ENSG00000285641	8	22	80	60	100	27.27272727272727		20	72.72727272727273	153974268	153977655	chr1	-	2	0	-8593	-1581
188	ENSG00000285725.1	TALONT000654487	ENSG00000243554	TRUE	6	NIC	Known	3	1	ENST00000453589.1	4	ENSG00000285725	ENST00000650204.1	2	ENSG00000285725	10	4	66.66666666666666	33.33333333333333	40	50		33.33333333333333	-10	97966376	97972299	chr7	-	47	-2628	1897	0
189	ENSG00000285725.1	TALONT000654527	ENSG00000243554	TRUE	4	NIC	Known	3	1	ENST00000453589.1	3	ENSG00000285725	ENST00000650204.1	1	ENSG00000285725	10	4	75	25	30	25		50	5	97966376	97972299	chr7	-	47	-2628	1897	0
139	ENSG00000285762.1	TALONT000385143	ENSG00000099977	TRUE	6	NIC	Known	2	1	ENST00000350608.7	5	ENSG00000285762	ENST00000404092.5	6	ENSG00000285762	6	8	83.33333333333334	100	83.33333333333334	75		-16.66666667	8.333333333333343	23971377	23980469	chr22	-	643	8	2	0
